Posicion,IMFS 3
229,-1.0082642356880642
230,-0.9442468887107381
231,-0.8596128248317418
232,-0.7570934556995483
233,-0.6400168824872962
234,-0.5117909030395305
235,-0.3758233152008248
236,-0.23550198475487583
237,-0.0940973194158814
238,0.045342405648282846
239,0.18008812516975625
240,0.30787532140807494
241,0.42705674232002855
242,0.5366513104045872
243,0.6363104679540792
244,0.7259745041993937
245,0.8056258682732466
246,0.8752470093083513
247,0.9348203764374187
248,0.9843284187931763
249,1.0237535855083286
250,1.053078325715596
251,1.0722850885476913
252,1.0813563231373258
253,1.0802629651682505
254,1.0688945757038053
255,1.0469879190602633
256,1.0142444387294027
257,0.970365578202989
258,0.9151827856184402
259,0.8491224139224125
260,0.7730613141739173
261,0.688078369695044
262,0.5954468195486785
263,0.4964832545928537
264,0.39250426568561625
265,0.284826443684983
266,0.17476637944899087
267,0.06364066383566261
268,-0.0472341122969579
269,-0.1565413580908473
270,-0.2629644826879728
271,-0.36518689523030723
272,-0.46189200485981097
273,-0.5517632207184617
274,-0.6334839519482227
275,-0.7057376076910676
276,-0.7672075970889616
277,-0.8165773292838787
278,-0.852530213417778
279,-0.8739477032795483
280,-0.8807001496189168
281,-0.8736637357178456
282,-0.8539777012810046
283,-0.8227329223260869
284,-0.7810029553509763
285,-0.7298613568535468
286,-0.6703816833316678
287,-0.6036374912832203
288,-0.5307023372060791
289,-0.45264977759811453
290,-0.37055336895720864
291,-0.2854866677812389
292,-0.1985232305680677
293,-0.11073661381558053
294,-0.02320037402165495
295,0.06301193231584395
296,0.14682674869903
297,0.22717051863003357
298,0.30296968561097964
299,0.3731506931439923
300,0.4366399847311948
301,0.49236400387471135
302,0.5392491940766694
303,0.5762219988391911
304,0.6022088616644046
305,0.6161362260544292
306,0.6171944409126796
307,0.6057160477508445
308,0.5826715396729236
309,0.5492290295003
310,0.5065843922329161
311,0.4559335028706961
312,0.39847223641359064
313,0.33539646786153754
314,0.2679020722144684
315,0.19718492447232458
316,0.12444089963504545
317,0.05086587270256704
318,-0.022344281325170412
319,-0.09399368744822789
320,-0.16288647066667133
321,-0.22779481131532608
322,-0.2874152393129674
323,-0.34060956139825005
324,-0.38616438029433114
325,-0.4225263420982547
326,-0.4480599266241244
327,-0.46112961368604
328,-0.4601109067740255
329,-0.44350691907746
330,-0.410172398357768
331,-0.35981829649064223
332,-0.29514805812509576
333,-0.21961161337512153
334,-0.13665889235471695
335,-0.04973982517787395
336,0.03769565804140916
337,0.12219762718914204
338,0.20031615215132847
339,0.26860130281397304
340,0.32420668343218395
341,0.3667000357374669
342,0.3962526358304346
343,0.41304541566618996
344,0.4173768410583515
345,0.4098897776907682
346,0.39138241070206203
347,0.36267202748442473
348,0.3245759154300457
349,0.2780048999874073
350,0.2242633221071605
351,0.16482651390418573
352,0.10118917077033746
353,0.034845988097479574
354,-0.032708338722537894
355,-0.09997911429784309
356,-0.1654716432365851
357,-0.22769123014690404
358,-0.28514317963694186
359,-0.3363327963148388
360,-0.379765384788736
361,-0.41394624966677934
362,-0.43738455784327
363,-0.448608911504961
364,-0.4463408619959406
365,-0.4303221794322879
366,-0.40176243022593106
367,-0.3621948442927594
368,-0.31315265154865324
369,-0.25616908190949955
370,-0.19277736529118036
371,-0.1245107316095721
372,-0.05290241078056812
373,0.020514367279945878
374,0.09420637265609452
375,0.16664037543199053
376,0.23628314569175377
377,0.3016014535194939
378,0.3610620689993308
379,0.4131317622153865
380,0.45627730325176485
381,0.4889654621925924
382,0.5096630091219814
383,0.5173484421557892
384,0.5129665221571317
385,0.4976511405020825
386,0.47245553918700317
387,0.43843296020826544
388,0.39663664556223555
389,0.3481198372452763
390,0.2939357772537516
391,0.23513770758404468
392,0.17277887023251254
393,0.10791250719552264
394,0.04159186046943242
395,-0.025129827949370798
396,-0.0911993160645323
397,-0.1555633618796856
398,-0.21716872339845927
399,-0.275021204729213
400,-0.3283897561528642
401,-0.37672751064765597
402,-0.41959791486667086
403,-0.45672123446882307
404,-0.48816294869376037
405,-0.5140712917741312
406,-0.5345944979426125
407,-0.5498808014318639
408,-0.5600784364745399
409,-0.5653356373033016
410,-0.5658006381508174
411,-0.5615921662549558
412,-0.5526457970235872
413,-0.5386071034664452
414,-0.5190565347424145
415,-0.4935745400103868
416,-0.46174156842925707
417,-0.4231380691578998
418,-0.37735383351577606
419,-0.3241175447250548
420,-0.2637167868996645
421,-0.19716843085601354
422,-0.12584841583860823
423,-0.05118658177664592
424,0.025275751078799757
425,0.10159564856759701
426,0.17589592572164958
427,0.24634370495135197
428,0.31110610866708954
429,0.3683888145482727
430,0.4166309188459
431,0.4548699579274866
432,0.4831950451175989
433,0.5019383886061679
434,0.5114321965831301
435,0.5120086772384214
436,0.5039894839212729
437,0.487654616079232
438,0.4632753622402906
439,0.43112037260003544
440,0.3914517510311778
441,0.3445289059231991
442,0.2908632890757011
443,0.23192363105406213
444,0.16916197686685788
445,0.10396202589758638
446,0.03770747752973572
447,-0.028217968853208847
448,-0.09243061386774976
449,-0.1535467581304028
450,-0.2101827022576728
451,-0.2609547468660731
452,-0.3044918276423493
453,-0.3397330246542824
454,-0.3666551578481808
455,-0.3854414049026521
456,-0.3962616319043576
457,-0.3992857049399576
458,-0.3947033403624997
459,-0.38281698132456937
460,-0.36410924630718833
461,-0.33920416802970327
462,-0.3087528013375487
463,-0.2733346721418791
464,-0.23336564317068345
465,-0.18967985843332563
466,-0.14323391449307096
467,-0.09498440791318936
468,-0.045887935256950334
469,0.0030989069123761592
470,0.05101952203152046
471,0.09691731353721368
472,0.13983568486618428
473,0.17882083802593138
474,0.21293016930702016
475,0.24122387357077607
476,0.26276818649779077
477,0.27666312695118533
478,0.2822705296971094
479,0.27989868850074007
480,0.2703444907830507
481,0.25447515804385806
482,0.2331585809910658
483,0.2072626503325758
484,0.17765525677629027
485,0.14520429103011206
486,0.11077764380194596
487,0.0752432057996947
488,0.039468867731258045
489,0.004322520304541666
490,-0.02932794577255192
491,-0.06062755591636168
492,-0.08885445143412173
493,-0.11370169504590004
494,-0.13524859971687075
495,-0.15365067812499406
496,-0.1690634429482306
497,-0.18163026679293703
498,-0.19144186372587574
499,-0.19855419306610694
500,-0.20298831744624074
501,-0.20472390991333098
502,-0.20369632230096518
503,-0.19986008078689443
504,-0.19317738533627382
505,-0.1836104359142536
506,-0.1711214324859879
507,-0.15567257501662565
508,-0.1372260634713303
509,-0.11580350167183888
510,-0.09169937012165813
511,-0.0654127185462776
512,-0.03749433930173525
513,-0.00849914508787182
514,0.021017951395487025
515,0.05050203744850855
516,0.07939820037136282
517,0.1071515274642165
518,0.133207106027242
519,0.15701002336060121
520,0.17800536676446968
521,0.19563822353901303
522,0.20935368098440166
523,0.21859682640080216
524,0.22281274708838356
525,0.22141949282834744
526,0.21369478078392296
527,0.19881442097208538
528,0.17642638820528087
529,0.14738813852936006
530,0.11284603316324249
531,0.07394643332585533
532,0.03183570023612599
533,-0.01233980488702538
534,-0.05743372082467452
535,-0.10229968635789594
536,-0.14579134026776294
537,-0.1867623213353501
538,-0.2240662683417424
539,-0.25655682006800784
540,-0.2830876152952224
541,-0.30251229280446534
542,-0.3136844913768061
543,-0.31545784979332747
544,-0.30670307682110987
545,-0.2863506503975673
546,-0.2535904922097988
547,-0.20899961277960438
548,-0.1545911681860545
549,-0.09266824668295484
550,-0.02553393652409819
551,0.04450867403672215
552,0.11515649674569804
553,0.1841064433490424
554,0.24905542559295096
555,0.3077003552236361
556,0.35773814398729054
557,0.3968657036301209
558,0.4227799458983297
559,0.43317778253812145
560,0.4261274529816554
561,0.4015386879567131
562,0.36113269376040935
563,0.3070485599463185
564,0.24144080174417465
565,0.16646393438370918
566,0.08427247309465807
567,-0.002988867204872986
568,-0.0930488299000786
569,-0.18286390962929716
570,-0.26864503553477564
571,-0.34607000583190356
572,-0.4113102172591381
573,-0.46344185132939986
574,-0.5042035496527777
575,-0.5359695803528113
576,-0.560777404791928
577,-0.5776552122475598
578,-0.5853332237758395
579,-0.5826990797924918
580,-0.5688597221710885
581,-0.5438096424790018
582,-0.5080526808173178
583,-0.46217745638352553
584,-0.4070168670538915
585,-0.3433986471342798
586,-0.2718703426133873
587,-0.19285432442921224
588,-0.106830859035354
589,-0.015403022336169803
590,0.07929047109400666
591,0.17504659886366447
592,0.26966233858129224
593,0.36093466785537387
594,0.4466605642944061
595,0.5246370055068669
596,0.5926609691012485
597,0.64852943268604
598,0.6900393738697275
599,0.7151585825395681
600,0.7226875046726853
601,0.712510960932701
602,0.6859269169917108
603,0.6445492730302319
604,0.5899971088213793
605,0.5239102225086076
606,0.44793359182798437
607,0.36371219451555487
608,0.2728910083073874
609,0.17711501093952725
610,0.07802918014803195
611,-0.022721506331039865
612,-0.12349207076163166
613,-0.22263753540768638
614,-0.31851292253316205
615,-0.409473254401976
616,-0.49387355327809523
617,-0.5700688414254571
618,-0.6364141411080052
619,-0.691264474589683
620,-0.7329655187366945
621,-0.7600302012246334
622,-0.7719751387149797
623,-0.7693630132398188
